#{"t_start": 1729092630.027146, "env_id": "roundabout-v0"}
r,l,t
9.416667,11,12.794023
4.666667,6,18.860558
10.0,11,29.976544
9.458333,11,41.011328
5.458333,7,48.05271
9.666667,11,59.123527
1.125,2,61.158921
4.708333,6,67.359693
1.041667,2,69.396682
1.041667,2,71.43188
9.083333,11,82.610355
9.583333,11,93.80382
9.458333,11,104.792361
5.0,6,110.867382
9.25,11,121.975443
9.333333,11,133.204215
9.875,11,144.271458
10.458333,11,155.43234
10.375,11,166.526131
1.125,2,168.537283
1.125,2,170.543462
9.166667,11,181.807998
9.791667,11,192.78961
9.208333,11,203.931461
10.333333,11,215.105588
9.458333,11,226.192986
9.625,11,237.29814
9.5,11,248.374505
9.5,11,259.497443
2.916667,4,267.056743
9.708333,11,278.23864
10.083333,11,289.414628
2.916667,4,293.397527
1.833333,3,296.484965
1.958333,3,299.598062
9.5,11,310.70212
1.166667,2,312.733416
10.458333,11,323.853255
10.0,11,335.011585
8.916667,11,346.137928
9.916667,11,357.277354
9.25,11,368.39123
9.541667,11,379.652364
4.125,5,384.676783
10.666667,11,395.703002
4.75,6,401.818026
9.75,11,412.878209
8.75,11,423.98421
9.166667,11,434.941344
9.083333,11,446.048333
10.458333,11,457.162738
9.916667,11,468.243141
9.333333,11,479.325392
9.333333,11,490.404881
3.833333,5,495.439274
10.791667,11,506.537612
10.708333,11,517.748136
5.833333,7,527.276151
9.75,11,538.329103
8.958333,11,549.491364
9.166667,11,560.549776
6.583333,8,568.553606
8.958333,11,579.711208
9.666667,11,590.920259
9.333333,11,601.929198
1.125,2,603.944991
10.583333,11,615.111923
9.083333,11,626.271162
9.375,11,637.387606
9.166667,11,648.561468
3.75,5,653.635469
2.0,3,656.706884
9.916667,11,667.754644
4.833333,6,673.814555
10.083333,11,684.954119
10.166667,11,696.062566
9.75,11,707.194588
9.875,11,718.469479
1.125,2,720.518892
9.458333,11,731.7014
9.916667,11,742.738076
1.125,2,744.789601
9.083333,11,755.978433
9.958333,11,767.084746
9.333333,11,778.175953
3.083333,4,782.204484
10.083333,11,796.066638
9.125,11,807.139535
9.375,11,818.276706
9.291667,11,829.442663
9.75,11,840.578585
10.25,11,851.653296
8.208333,10,861.925703
9.375,11,873.198398
10.708333,11,884.260242
9.416667,11,895.368076
9.916667,11,906.471882
10.0,11,917.640881
1.125,2,919.656904
9.125,11,930.753385
9.583333,11,941.909301
9.75,11,952.952411
10.541667,11,963.992552
10.458333,11,975.105739
6.458333,8,983.21545
9.333333,11,994.311066
10.041667,11,1005.439292
9.75,11,1016.55248
1.875,3,1019.710413
10.333333,11,1030.764417
10.5,11,1041.926581
9.083333,11,1055.999695
10.125,11,1067.050687
9.458333,11,1078.21173
9.541667,11,1089.277086
9.541667,11,1100.346116
9.291667,11,1111.501984
6.708333,8,1119.655963
9.291667,11,1130.700414
9.625,11,1141.813645
9.208333,11,1152.913037
9.833333,11,1164.0109
9.791667,11,1175.029647
9.625,11,1186.046031
9.875,11,1197.2386
10.541667,11,1208.335712
9.875,11,1219.472489
9.125,11,1230.547076
9.75,11,1241.62359
10.291667,11,1252.64844
9.916667,11,1263.761369
9.541667,11,1274.893834
1.041667,2,1276.96952
10.125,11,1287.990139
10.166667,11,1299.064423
9.541667,11,1313.53921
9.916667,11,1324.495993
9.458333,11,1335.512001
9.25,11,1346.599933
8.875,11,1357.605055
9.25,11,1368.79678
10.458333,11,1379.813451
9.625,11,1390.790448
3.0,4,1394.791965
10.125,11,1405.765545
9.416667,11,1416.812286
9.5,11,1427.889493
9.25,11,1438.872423
9.833333,11,1449.831324
9.208333,11,1460.872248
9.375,11,1471.928457
9.541667,11,1482.972373
8.958333,11,1493.89372
9.0,11,1505.015852
9.25,11,1516.035513
9.125,11,1527.002381
9.5,11,1538.038055
9.375,11,1549.043767
9.791667,11,1560.100462
1.041667,2,1562.103262
9.666667,11,1576.234225
9.166667,11,1587.278425
9.958333,11,1601.674476
9.208333,11,1612.662516
9.083333,11,1623.605489
9.833333,11,1634.485636
1.041667,2,1636.477279
1.041667,2,1638.503403
9.166667,11,1649.61116
9.25,11,1660.673689
9.166667,11,1671.659642
9.916667,11,1682.633696
9.0,11,1693.684402
9.208333,11,1704.709175
9.875,11,1715.743795
8.958333,11,1726.849149
9.541667,11,1737.882554
9.958333,11,1748.905704
9.583333,11,1759.855372
9.625,11,1770.913361
9.125,11,1781.900806
5.583333,7,1788.861276
9.583333,11,1799.923689
9.125,11,1810.973793
9.125,11,1821.979388
9.166667,11,1835.828608
9.625,11,1846.929356
9.166667,11,1857.952857
9.458333,11,1868.91696
9.708333,11,1879.976269
9.166667,11,1891.013008
9.125,11,1901.928908
9.041667,11,1913.03093
10.083333,11,1924.082097
9.291667,11,1935.014828
9.458333,11,1946.126184
9.166667,11,1957.213912
9.833333,11,1968.245059
10.208333,11,1979.174967
9.291667,11,1990.272522
9.166667,11,2001.287543
9.083333,11,2012.311638
9.125,11,2023.392496
9.541667,11,2034.442867
9.458333,11,2045.433265
8.958333,11,2056.376293
9.291667,11,2067.470291
9.541667,11,2078.518865
9.041667,11,2089.556619
9.208333,11,2103.370568
9.25,11,2114.421113
9.125,11,2125.423915
9.125,11,2136.426611
9.291667,11,2147.514307
9.291667,11,2158.551861
10.0,11,2169.550022
9.083333,11,2180.663702
9.75,11,2191.663542
9.791667,11,2202.624336
9.458333,11,2213.671305
9.125,11,2224.739305
9.166667,11,2235.794849
9.125,11,2246.694324
9.375,11,2257.727014
9.708333,11,2268.734991
9.125,11,2279.762473
9.041667,11,2290.768278
9.416667,11,2301.924525
9.125,11,2313.009943
9.25,11,2323.986825
9.125,11,2334.994742
9.5,11,2346.002958
9.125,11,2359.713467
9.083333,11,2370.76835
9.458333,11,2381.8742
9.166667,11,2392.902578
9.041667,11,2403.850674
9.083333,11,2414.916051
9.125,11,2425.942317
9.25,11,2436.920623
9.166667,11,2447.999269
9.0,11,2459.018363
9.208333,11,2470.133561
9.041667,11,2481.086059
9.083333,11,2492.120347
9.625,11,2503.143389
9.125,11,2514.172873
9.041667,11,2525.228188
9.083333,11,2536.283053
9.166667,11,2547.41869
9.041667,11,2558.424155
9.208333,11,2569.556619
9.333333,11,2580.666147
9.083333,11,2591.697558
9.0,11,2602.780031
9.375,11,2616.83255
9.125,11,2627.977519
9.083333,11,2638.992648
9.125,11,2650.018522
9.166667,11,2661.100339
9.625,11,2672.100182
9.041667,11,2683.190597
9.166667,11,2694.281657
9.166667,11,2705.326274
9.25,11,2716.338429
9.375,11,2727.456964
9.291667,11,2738.531974
9.166667,11,2749.541379
9.583333,11,2760.561136
9.333333,11,2771.656161
9.166667,11,2782.717992
9.833333,11,2793.664595
9.041667,11,2804.859077
8.958333,11,2815.994931
9.333333,11,2827.033271
9.166667,11,2838.221104
9.083333,11,2849.348471
9.083333,11,2860.457531
9.416667,11,2874.302203
9.166667,11,2885.384532
9.041667,11,2896.488642
9.708333,11,2907.544042
9.166667,11,2918.585292
9.166667,11,2929.686654
9.625,11,2940.769572
9.291667,11,2951.742657
9.041667,11,2962.814109
9.125,11,2973.936135
9.333333,11,2984.974884
9.291667,11,2996.034334
9.125,11,3007.113652
9.083333,11,3018.081842
9.166667,11,3029.047376
9.125,11,3040.124373
9.083333,11,3051.281358
9.041667,11,3062.25169
9.625,11,3073.247414
9.25,11,3084.314103
9.083333,11,3095.352064
9.083333,11,3106.372743
9.125,11,3117.466393
9.375,11,3128.594887
9.125,11,3142.740834
9.125,11,3153.774448
9.041667,11,3164.867336
9.083333,11,3175.937897
9.041667,11,3190.450165
9.041667,11,3201.492357
9.166667,11,3212.558765
9.041667,11,3223.535882
9.25,11,3234.680787
9.25,11,3245.687049
9.041667,11,3256.606743
9.166667,11,3267.603517
9.083333,11,3278.59776
9.0,11,3289.599935
9.208333,11,3300.602878
9.291667,11,3311.613943
9.208333,11,3322.526036
9.333333,11,3333.513306
9.083333,11,3344.508082
9.166667,11,3355.448691
9.25,11,3366.427376
9.0,11,3377.452277
9.208333,11,3388.505513
9.083333,11,3402.15855
9.041667,11,3413.176056
9.125,11,3424.211957
9.083333,11,3435.221513
9.125,11,3446.267524
9.125,11,3457.271055
9.291667,11,3468.196959
8.958333,11,3479.194881
9.041667,11,3490.15818
9.291667,11,3501.164717
9.125,11,3512.151699
9.166667,11,3523.182972
9.125,11,3534.239585
9.041667,11,3545.228092
8.958333,11,3556.357106
9.0,11,3567.459481
9.125,11,3578.541339
9.041667,11,3589.521725
9.0,11,3600.607966
9.125,11,3611.635784
9.291667,11,3622.641554
9.125,11,3633.69296
9.25,11,3644.772921
9.083333,11,3658.619815
9.083333,11,3669.603747
9.083333,11,3680.585556
9.125,11,3691.572895
9.208333,11,3702.512806
9.208333,11,3713.521722
9.083333,11,3724.557316
9.0,11,3735.527969
9.083333,11,3746.540567
8.958333,11,3757.597676
9.125,11,3768.636137
9.0,11,3779.566277
9.125,11,3790.575247
9.125,11,3801.628208
9.166667,11,3812.713581
9.083333,11,3823.790151
9.0,11,3834.780246
9.083333,11,3845.718151
9.125,11,3856.622938
9.083333,11,3867.706889
9.083333,11,3878.809607
9.083333,11,3889.810394
9.083333,11,3900.804937
9.083333,11,3915.010978
9.083333,11,3926.108265
9.333333,11,3937.149188
9.125,11,3948.278776
9.166667,11,3959.334363
9.125,11,3970.303882
9.083333,11,3981.280203
9.166667,11,3992.355372
9.208333,11,4003.421686
9.125,11,4014.49321
9.166667,11,4025.559349
9.083333,11,4036.621945
9.375,11,4047.697041
9.125,11,4058.679048
9.083333,11,4069.766062
9.541667,11,4080.837706
8.958333,11,4091.819705
9.166667,11,4102.893212
9.166667,11,4114.040813
9.083333,11,4125.032599
9.125,11,4136.099763
9.125,11,4147.264783
9.041667,11,4158.338289
9.083333,11,4169.370121
9.166667,11,4183.256436
9.166667,11,4194.344072
9.0,11,4205.322179
9.083333,11,4216.380488
9.166667,11,4227.438018
9.208333,11,4238.426778
9.125,11,4249.40385
9.0,11,4260.450356
9.083333,11,4271.478087
