#{"t_start": 1729092629.9891953, "env_id": "roundabout-v0"}
r,l,t
1.166667,2,3.668328
9.333333,11,14.692204
10.416667,11,25.766076
9.041667,11,36.836024
1.916667,3,39.873769
9.5,11,50.899513
9.75,11,62.0225
10.458333,11,73.330909
10.083333,11,84.540793
1.083333,2,86.59886
10.25,11,97.660733
10.416667,11,108.668503
10.25,11,119.799628
9.916667,11,130.951355
9.458333,11,142.103218
1.083333,2,144.118151
7.25,9,153.217842
3.583333,5,158.38339
9.833333,11,169.380866
10.5,11,180.590258
10.625,11,191.59544
5.0,6,197.672079
6.458333,8,205.829315
10.333333,11,216.997427
10.083333,11,228.071784
10.041667,11,239.178756
10.875,11,250.267252
9.041667,11,264.822722
10.5,11,276.0072
9.666667,11,287.20821
10.5,11,298.436124
9.291667,11,309.538092
10.25,11,320.711441
9.458333,11,331.769572
1.041667,2,333.767225
9.291667,11,344.968538
10.083333,11,356.079061
9.916667,11,367.206003
10.625,11,378.507029
9.125,11,389.591351
10.75,11,400.62299
9.625,11,411.694763
1.916667,3,414.780254
10.333333,11,425.848853
9.416667,11,436.807953
9.416667,11,447.912595
9.25,11,459.024439
10.0,11,470.08338
9.083333,11,481.174296
9.958333,11,492.250862
4.708333,6,498.307201
10.791667,11,509.490391
10.083333,11,520.571807
9.291667,11,534.244483
10.041667,11,545.325431
10.583333,11,556.412208
1.916667,3,559.40707
9.916667,11,570.382417
9.25,11,581.608915
9.708333,11,592.786005
9.791667,11,603.786332
9.708333,11,614.955798
10.541667,11,626.114649
9.958333,11,637.228471
10.458333,11,648.406831
3.875,5,653.473072
9.125,11,664.564506
9.166667,11,675.681305
10.75,11,686.830165
5.541667,7,693.8896
9.5,11,704.993573
4.583333,6,711.154508
9.875,11,722.405728
4.958333,6,728.470454
1.125,2,730.559887
10.166667,11,741.588759
9.125,11,752.798284
9.083333,11,763.909535
9.041667,11,774.942285
9.958333,11,788.83765
9.25,11,799.979331
10.541667,11,811.048444
9.041667,11,822.183235
7.416667,9,831.331063
9.125,11,842.436222
9.166667,11,853.544295
2.875,4,857.631033
10.708333,11,868.85088
9.583333,11,880.107663
9.166667,11,891.15911
3.666667,5,896.22766
10.166667,11,907.352935
10.208333,11,918.496716
9.916667,11,929.60911
