#{"t_start": 1729092629.9384325, "env_id": "roundabout-v0"}
r,l,t
2.833333,4,5.495993
1.083333,2,7.507414
10.166667,11,18.490022
6.791667,8,26.584255
9.0,11,37.689488
9.25,11,48.708446
10.208333,11,59.791972
1.166667,2,61.813734
1.166667,2,63.884155
9.25,11,75.12702
9.166667,11,86.387799
9.25,11,97.448516
10.125,11,108.465058
9.0,11,119.584058
9.25,11,130.750389
10.75,11,141.904788
10.25,11,153.008595
10.333333,11,164.187903
8.875,11,175.230636
3.833333,5,180.381446
6.583333,8,188.448242
10.208333,11,199.503613
4.791667,6,205.623144
10.625,11,216.791226
10.083333,11,227.868236
1.166667,2,229.878676
4.625,6,235.952806
10.791667,11,247.008441
10.708333,11,258.122544
9.875,11,272.773095
9.875,11,283.949535
9.833333,11,295.043957
10.458333,11,306.267793
10.0,11,317.467238
10.833333,11,328.549887
2.958333,4,332.562856
10.541667,11,343.743804
1.041667,2,345.785645
8.833333,11,356.91767
1.0,2,358.901757
10.041667,11,370.045509
4.875,6,376.162824
1.166667,2,378.304656
10.291667,11,389.388163
9.666667,11,400.419357
10.541667,11,411.490602
5.5,7,418.621485
1.833333,3,421.647185
10.458333,11,432.590366
1.125,2,434.595613
9.875,11,445.701828
3.875,5,450.73944
3.833333,5,455.805917
3.541667,5,460.807779
9.416667,11,471.887889
9.75,11,483.008531
9.416667,11,494.075205
10.583333,11,505.165495
10.75,11,516.357023
9.458333,11,529.990445
10.083333,11,541.050521
9.708333,11,552.221204
5.083333,6,558.21667
1.166667,2,560.196809
9.791667,11,571.199829
1.166667,2,573.228648
6.5,8,581.398283
9.333333,11,592.571336
9.875,11,603.584437
9.416667,11,614.752529
9.375,11,625.914734
2.083333,3,628.968279
9.541667,11,640.067345
9.083333,11,651.232985
9.041667,11,662.372481
9.708333,11,673.448578
9.666667,11,684.608814
9.625,11,695.715783
6.541667,8,703.79953
4.708333,6,709.916546
10.75,11,721.185395
9.5,11,732.357055
2.875,4,736.371784
9.625,11,747.476699
9.125,11,758.655054
10.208333,11,769.727133
9.75,11,780.831904
9.125,11,794.693075
9.041667,11,805.765788
1.916667,3,808.846089
9.791667,11,819.951766
9.541667,11,831.116629
10.041667,11,842.237445
10.041667,11,853.337614
3.75,5,858.453665
9.583333,11,869.688176
9.833333,11,880.898984
9.333333,11,891.971879
9.083333,11,903.127195
9.5,11,914.263456
10.083333,11,925.378378
5.625,7,932.397477
9.875,11,943.542514
5.541667,7,950.595674
3.791667,5,955.630199
10.208333,11,966.69963
2.875,4,970.707952
10.166667,11,981.845542
9.041667,11,992.969274
1.041667,2,994.967389
9.375,11,1006.096949
1.125,2,1008.172384
9.708333,11,1019.335366
9.791667,11,1030.394763
10.375,11,1041.567246
10.791667,11,1055.640436
9.0,11,1066.663364
9.416667,11,1077.84855
9.291667,11,1088.920231
10.583333,11,1099.983075
10.625,11,1111.142132
9.541667,11,1122.374623
9.458333,11,1133.423575
10.166667,11,1144.489789
10.791667,11,1155.610306
9.375,11,1166.690335
5.083333,6,1172.70575
9.625,11,1183.707618
10.375,11,1194.850657
10.166667,11,1205.914211
9.458333,11,1217.035522
8.958333,11,1228.180563
10.333333,11,1239.277005
9.041667,11,1250.310841
10.083333,11,1261.420236
9.958333,11,1272.53634
9.708333,11,1283.570041
9.833333,11,1294.653623
9.875,11,1305.739812
5.541667,7,1316.160532
9.916667,11,1327.132423
9.166667,11,1338.150671
9.208333,11,1349.293369
8.916667,11,1360.214904
9.041667,11,1371.434662
9.291667,11,1382.441846
9.333333,11,1393.435581
9.083333,11,1404.42327
9.708333,11,1415.448284
10.25,11,1426.482727
9.083333,11,1437.512436
9.583333,11,1448.478545
9.666667,11,1459.484009
9.083333,11,1470.554743
9.291667,11,1481.606481
9.208333,11,1492.542592
9.916667,11,1503.603007
9.916667,11,1514.683757
9.5,11,1525.630454
9.666667,11,1536.647669
9.5,11,1547.682206
9.25,11,1558.731415
9.0,11,1572.875421
9.208333,11,1583.886234
9.208333,11,1594.877906
10.541667,11,1609.33733
9.583333,11,1620.278087
10.416667,11,1631.185061
9.041667,11,1642.175707
9.125,11,1653.212729
9.958333,11,1664.266196
9.083333,11,1675.254378
1.125,2,1677.291569
9.958333,11,1688.281198
9.166667,11,1699.362894
2.083333,3,1702.370535
9.5,11,1713.417366
9.25,11,1724.509974
9.75,11,1735.52572
9.958333,11,1746.577442
9.125,11,1757.535179
9.25,11,1768.549353
9.291667,11,1779.5474
9.791667,11,1790.524554
10.375,11,1801.598337
9.25,11,1812.652158
9.083333,11,1823.630285
9.166667,11,1837.504708
9.875,11,1848.604442
9.75,11,1859.60555
9.125,11,1870.592878
9.125,11,1881.679319
9.25,11,1892.673873
9.458333,11,1903.583273
9.166667,11,1914.671558
9.041667,11,1925.709261
9.541667,11,1936.643484
9.791667,11,1947.79721
9.333333,11,1958.863518
10.291667,11,1969.875836
9.083333,11,1980.825365
9.125,11,1991.924952
9.166667,11,2002.958664
9.291667,11,2013.960698
9.208333,11,2025.036093
9.041667,11,2036.09494
9.041667,11,2047.098604
9.291667,11,2058.069002
9.333333,11,2069.109695
9.208333,11,2080.16251
9.0,11,2093.954003
9.458333,11,2105.006649
9.208333,11,2116.056468
9.166667,11,2127.080106
9.083333,11,2138.108791
9.416667,11,2149.176188
9.041667,11,2160.229499
9.083333,11,2171.233676
10.166667,11,2182.330068
9.125,11,2193.298599
9.5,11,2204.245156
9.5,11,2215.323287
9.208333,11,2226.372766
9.25,11,2237.438602
9.083333,11,2248.360162
9.833333,11,2259.387989
9.75,11,2270.400193
8.958333,11,2281.416927
9.208333,11,2292.4399
9.083333,11,2303.588102
9.083333,11,2314.652852
9.166667,11,2325.615417
9.458333,11,2336.631453
9.375,11,2347.660986
9.041667,11,2361.360749
9.166667,11,2372.409879
9.291667,11,2383.516455
