#{"t_start": 1729092630.053204, "env_id": "roundabout-v0"}
r,l,t
9.875,11,12.899092
10.458333,11,23.959457
9.541667,11,35.023677
1.083333,2,37.109586
10.416667,11,48.160444
9.333333,11,59.232722
9.083333,11,70.507448
9.833333,11,81.695058
1.125,2,83.769608
1.166667,2,85.829206
10.208333,11,96.882505
9.0,11,107.906765
2.916667,4,111.957245
8.958333,11,123.068786
10.041667,11,134.311274
1.083333,2,136.327703
9.083333,11,147.4228
4.875,6,153.4942
1.166667,2,155.545533
9.125,11,166.629925
9.0,11,177.773738
3.0,4,181.91921
9.416667,11,192.894461
10.208333,11,204.036629
10.208333,11,215.208567
10.583333,11,226.300927
10.458333,11,237.404484
9.125,11,248.481548
9.458333,11,259.605781
9.958333,11,274.260042
5.458333,7,281.399776
10.25,11,292.490598
9.25,11,303.721721
9.166667,11,314.884186
9.208333,11,325.963684
6.583333,8,334.040069
9.25,11,345.216058
10.083333,11,356.338726
9.125,11,367.460438
9.791667,11,378.753324
9.208333,11,389.837625
9.041667,11,400.876855
10.75,11,411.963148
9.833333,11,423.084764
1.083333,2,425.098623
10.625,11,436.049173
9.0,11,447.160997
10.333333,11,458.260651
9.291667,11,469.319065
8.958333,11,480.409744
10.041667,11,491.506472
10.25,11,502.558294
9.583333,11,513.761056
9.625,11,527.398156
10.0,11,538.440809
10.416667,11,549.596893
9.291667,11,560.654761
9.708333,11,571.65396
9.5,11,582.867054
10.166667,11,594.022009
9.166667,11,605.031843
10.083333,11,616.203498
9.416667,11,627.385456
2.916667,4,631.461692
9.208333,11,642.55295
9.75,11,653.740269
9.041667,11,664.818368
9.375,11,675.936469
9.0,11,687.109815
9.75,11,698.28444
10.583333,11,709.347861
9.333333,11,720.620089
1.083333,2,722.66552
10.25,11,733.822063
8.958333,11,744.901818
6.791667,8,753.055855
9.583333,11,764.161012
9.583333,11,775.191596
5.541667,7,782.318617
9.208333,11,796.168744
9.25,11,807.250383
9.166667,11,818.387067
9.083333,11,829.551713
5.958333,7,836.688292
5.625,7,843.719549
10.833333,11,854.811543
10.625,11,866.025839
9.208333,11,877.347759
9.25,11,888.390466
10.083333,11,899.555806
9.0,11,910.650962
9.125,11,921.728851
9.5,11,932.854219
9.333333,11,944.004426
10.416667,11,955.039407
10.166667,11,966.131353
9.041667,11,977.247731
10.333333,11,988.390483
9.083333,11,999.472696
10.208333,11,1010.607295
9.125,11,1021.768201
9.458333,11,1032.856306
10.375,11,1044.022683
9.083333,11,1058.12629
10.166667,11,1069.157954
9.166667,11,1080.295399
9.333333,11,1091.35207
9.958333,11,1102.448859
9.75,11,1113.600335
9.208333,11,1124.846405
9.916667,11,1135.857951
1.166667,2,1137.900045
9.458333,11,1148.983266
9.875,11,1160.103121
10.5,11,1171.144406
9.75,11,1182.150585
5.0,6,1188.218557
