#{"t_start": 1729092630.0658362, "env_id": "roundabout-v0"}
r,l,t
1.125,2,3.976246
9.125,11,14.995341
1.166667,2,16.991735
9.875,11,28.106769
9.416667,11,39.151933
9.041667,11,50.194428
4.666667,6,56.223022
1.0,2,58.261721
2.833333,4,62.328753
7.916667,10,72.63709
5.75,7,79.656988
1.791667,3,82.771874
9.416667,11,93.956458
10.833333,11,104.941501
9.458333,11,116.058866
1.125,2,118.069423
1.125,2,120.106903
9.5,11,131.350715
9.541667,11,142.398312
9.291667,11,153.553892
9.083333,11,164.684432
9.041667,11,175.740376
1.125,2,177.83707
1.083333,2,179.868542
1.083333,2,181.981655
9.583333,11,192.951513
9.5,11,204.095974
9.0,10,214.224315
10.541667,11,225.336764
9.083333,11,236.442248
5.875,7,243.519884
9.958333,11,254.598808
9.291667,11,269.21701
9.458333,11,280.435072
9.583333,11,291.538022
10.083333,11,302.753285
9.541667,11,313.91821
1.125,2,315.932533
2.958333,4,319.983791
9.458333,11,331.038007
10.041667,11,342.258715
10.25,11,353.39274
2.041667,3,356.402021
9.291667,11,367.527087
10.541667,11,378.808073
9.291667,11,389.896147
9.833333,11,400.936385
10.583333,11,412.021593
1.166667,2,414.055682
1.041667,2,416.080381
3.916667,5,421.132854
9.375,11,432.083445
9.083333,11,443.188658
9.958333,11,454.269912
2.958333,4,458.324895
10.416667,11,469.3756
10.625,11,480.466998
6.583333,8,488.538743
9.458333,11,499.574731
1.166667,2,501.588364
6.416667,8,509.796848
9.208333,11,520.868219
9.666667,11,534.534826
4.458333,6,540.522968
10.25,11,551.691084
9.291667,11,562.71333
10.083333,11,573.7577
9.666667,11,584.989935
10.708333,11,596.073261
10.041667,11,607.148084
2.833333,4,611.217757
9.583333,11,622.379281
9.583333,11,633.499158
10.75,11,644.622627
1.083333,2,646.671223
9.458333,11,657.880471
9.666667,11,668.906293
9.083333,11,680.059358
9.541667,11,691.172008
10.041667,11,702.291827
9.833333,11,713.482523
10.375,11,724.746355
5.666667,7,731.856346
9.333333,11,742.890909
3.958333,5,747.981582
9.625,11,759.147515
9.458333,11,770.217809
9.625,11,781.327402
10.625,11,795.19844
9.375,11,806.256225
10.25,11,817.400728
9.25,11,828.565735
9.416667,11,839.737858
9.708333,11,850.792752
1.125,2,852.814169
9.541667,11,864.058762
9.25,11,875.309965
1.125,2,877.4153
8.916667,11,888.449668
9.083333,11,899.614496
10.5,11,910.707773
10.5,11,921.788027
10.25,11,932.912544
9.125,11,944.063137
3.791667,5,949.069465
10.375,11,960.09591
10.166667,11,971.241295
9.5,11,982.351843
8.291667,10,992.440939
9.083333,11,1003.576026
10.208333,11,1014.690614
10.75,11,1025.842578
10.125,11,1037.020734
9.208333,11,1051.140539
7.666667,9,1060.179941
9.333333,11,1071.259865
10.416667,11,1082.374192
2.916667,4,1086.373206
9.125,11,1097.459944
4.75,6,1103.525674
9.166667,11,1114.670089
1.166667,2,1116.706415
9.75,11,1127.90074
9.708333,11,1138.971682
9.375,11,1150.064616
9.875,11,1161.182189
9.416667,11,1172.19468
10.791667,11,1183.195043
9.916667,11,1194.310016
9.958333,11,1205.371511
9.333333,11,1216.483397
9.416667,11,1227.647623
10.291667,11,1238.745846
10.708333,11,1249.772327
9.458333,11,1260.902319
9.875,11,1272.017596
9.125,11,1283.051071
10.166667,11,1294.125865
9.541667,11,1305.228828
9.125,11,1319.678219
9.25,11,1330.643364
9.583333,11,1341.70561
9.416667,11,1352.775795
9.875,11,1363.684377
9.208333,11,1374.939499
9.291667,11,1385.904748
9.083333,11,1396.953053
9.666667,11,1407.960116
9.208333,11,1418.967498
1.083333,2,1421.038193
9.416667,11,1432.031956
9.75,11,1442.995032
10.833333,11,1453.930973
9.083333,11,1465.010227
4.75,6,1471.067568
9.791667,11,1482.098753
9.916667,11,1493.023969
9.333333,11,1504.100132
9.125,11,1515.167436
9.791667,11,1526.112772
9.0,11,1537.164641
9.0,11,1548.174842
10.208333,11,1559.219095
10.25,11,1573.368013
9.541667,11,1584.374402
1.083333,2,1586.401377
1.083333,2,1588.44194
9.708333,11,1602.843347
9.5,11,1613.820345
9.416667,11,1624.732669
9.75,11,1635.633598
9.875,11,1646.756147
10.0,11,1657.799636
8.958333,11,1668.800115
10.25,11,1679.769173
10.125,11,1690.806033
4.75,6,1696.820046
9.208333,11,1707.902668
9.291667,11,1718.948088
9.25,11,1730.010279
9.791667,11,1741.094694
9.166667,11,1752.03467
9.25,11,1762.98792
9.5,11,1774.038375
9.291667,11,1785.00138
9.5,11,1796.005641
9.041667,11,1807.121232
9.0,11,1818.161497
9.083333,11,1829.122345
9.458333,11,1843.048806
9.208333,11,1854.094967
9.0,11,1865.058525
9.708333,11,1876.13573
9.208333,11,1887.201644
9.25,11,1898.116588
9.0,11,1909.134449
9.583333,11,1920.196514
9.041667,11,1931.150714
9.375,11,1942.227982
9.041667,11,1953.291236
9.0,11,1964.369186
9.5,11,1975.269487
8.958333,11,1986.333321
1.166667,2,1988.429482
9.958333,11,1999.44457
9.583333,11,2010.472751
8.875,11,2021.515569
9.916667,11,2032.563015
9.208333,11,2043.578046
9.166667,11,2054.512359
9.458333,11,2065.597951
9.541667,11,2076.623715
9.125,11,2087.717185
8.958333,11,2101.504999
8.875,11,2112.549485
9.125,11,2123.561248
9.125,11,2134.586455
9.708333,11,2145.634845
9.75,11,2156.655418
9.0,11,2167.696537
9.333333,11,2178.804716
9.5,11,2189.791368
9.666667,11,2200.760885
9.041667,11,2211.774708
9.083333,11,2222.869226
8.958333,11,2233.921641
9.333333,11,2244.855217
9.875,11,2255.822948
9.125,11,2266.885312
9.083333,11,2277.90921
9.166667,11,2288.913488
9.375,11,2299.999146
9.75,11,2311.117209
9.041667,11,2322.120225
9.333333,11,2333.122518
9.125,11,2344.137811
9.166667,11,2357.851559
9.541667,11,2368.89037
9.25,11,2379.931206
9.166667,11,2391.036601
9.25,11,2402.016972
9.041667,11,2413.064995
9.5,11,2424.094553
9.333333,11,2435.084071
9.125,11,2446.125595
9.083333,11,2457.171554
9.166667,11,2468.257752
9.208333,11,2479.233789
9.041667,11,2490.249344
9.125,11,2501.275185
9.75,11,2512.319849
9.75,11,2523.335711
9.875,11,2534.417759
9.333333,11,2545.555296
9.625,11,2556.547074
9.208333,11,2567.706862
9.166667,11,2578.807862
9.666667,11,2589.807008
9.041667,11,2600.899664
9.166667,11,2614.952112
9.541667,11,2626.056149
9.125,11,2637.097994
9.416667,11,2648.128926
9.166667,11,2659.222455
9.333333,11,2670.245101
9.375,11,2681.341295
9.208333,11,2692.416121
9.041667,11,2703.467787
9.041667,11,2714.497971
9.041667,11,2725.589515
9.0,11,2736.610201
9.125,11,2747.66064
9.0,11,2758.678577
9.625,11,2769.759635
9.041667,11,2780.865694
8.958333,11,2791.802352
9.125,11,2802.966325
9.166667,11,2814.108067
9.166667,11,2825.153426
9.125,11,2836.289266
9.083333,11,2847.450269
9.5,11,2858.593085
9.083333,11,2869.570552
9.541667,11,2883.508874
9.0,11,2894.612385
9.041667,11,2905.65006
9.083333,11,2916.629462
9.041667,11,2927.811361
9.041667,11,2938.914903
9.0,11,2949.878635
9.916667,11,2960.935518
9.125,11,2972.066927
9.041667,11,2983.133064
9.083333,11,2994.16219
9.0,11,3005.217441
9.083333,11,3016.212366
9.041667,11,3027.153694
9.625,11,3038.258512
9.125,11,3049.39723
9.125,11,3060.425257
9.125,11,3071.376072
9.041667,11,3082.430025
9.083333,11,3093.502692
9.375,11,3104.504406
9.583333,11,3115.539511
9.041667,11,3126.690562
9.125,11,3140.908998
9.125,11,3151.897532
9.0,11,3162.968084
9.041667,11,3174.06933
9.125,11,3185.039695
9.208333,11,3199.610248
9.291667,11,3210.657944
9.0,11,3221.671572
9.083333,11,3232.838368
9.041667,11,3243.81176
9.541667,11,3254.760498
9.291667,11,3265.744565
9.166667,11,3276.734298
9.291667,11,3287.739246
9.166667,11,3298.727924
9.125,11,3309.742433
9.041667,11,3320.660211
9.166667,11,3331.645074
9.083333,11,3342.654507
9.083333,11,3353.58114
9.041667,11,3364.578681
9.083333,11,3375.575295
9.166667,11,3386.612762
9.708333,11,3400.282509
9.208333,11,3411.306903
9.541667,11,3422.367559
9.208333,11,3433.393694
9.083333,11,3444.400571
9.125,11,3455.423641
9.041667,11,3466.344161
9.125,11,3477.337944
8.958333,11,3488.302832
9.166667,11,3499.293176
9.166667,11,3510.273203
9.25,11,3521.308018
9.083333,11,3532.388969
8.958333,11,3543.395992
9.166667,11,3554.506832
9.083333,11,3565.58661
9.166667,11,3576.648258
9.125,11,3587.646529
9.041667,11,3598.741383
9.166667,11,3609.743386
9.0,11,3620.755485
9.083333,11,3631.81492
9.083333,11,3642.903826
9.083333,11,3656.688411
9.083333,11,3667.727976
9.125,11,3678.706748
9.083333,11,3689.719692
9.041667,11,3700.667653
9.125,11,3711.668973
9.25,11,3722.700051
8.916667,11,3733.691058
9.041667,11,3744.690848
9.0,11,3755.685744
9.0,11,3766.753649
9.083333,11,3777.716533
9.125,11,3788.704691
9.208333,11,3799.752224
9.25,11,3810.878113
9.0,11,3821.938367
9.083333,11,3832.926893
9.041667,11,3843.887345
9.458333,11,3854.789633
9.083333,11,3865.819129
9.041667,11,3876.921747
9.083333,11,3887.962793
9.041667,11,3898.932917
9.125,11,3910.021192
9.083333,11,3924.249456
9.0,11,3935.247515
9.125,11,3946.35435
9.125,11,3957.45092
9.125,11,3968.467357
9.166667,11,3979.437028
9.083333,11,3990.503464
9.041667,11,4001.583533
9.041667,11,4012.627686
9.166667,11,4023.715675
9.125,11,4034.78229
9.125,11,4045.783643
9.083333,11,4056.780589
9.083333,11,4067.890424
9.083333,11,4078.983871
9.125,11,4089.983605
9.0,11,4101.047145
9.125,11,4112.180941
9.083333,11,4123.193888
9.166667,11,4134.262386
9.166667,11,4145.367074
9.041667,11,4156.451205
9.125,11,4167.490904
9.041667,11,4181.404002
9.333333,11,4192.484642
9.125,11,4203.479479
9.166667,11,4214.49493
9.083333,11,4225.579753
9.166667,11,4236.571846
9.166667,11,4247.540445
9.083333,11,4258.607567
9.208333,11,4269.644605
9.125,11,4280.627477
9.291667,11,4291.703629
9.166667,11,4302.770361
9.125,11,4313.848832
9.125,11,4324.872063
9.041667,11,4335.935039
9.083333,11,4346.941127
9.166667,11,4358.014514
9.125,11,4369.101521
9.333333,11,4380.209969
9.083333,11,4391.250824
9.125,11,4402.226672
9.083333,11,4413.341351
9.166667,11,4424.474867
9.125,11,4438.390842
8.958333,11,4449.535011
9.166667,11,4460.683231
9.083333,11,4471.680589
9.125,11,4482.733032
9.083333,11,4493.85586
9.166667,11,4504.982822
9.125,11,4515.963565
9.041667,11,4527.015616
8.958333,11,4538.104108
9.166667,11,4549.136783
9.166667,11,4560.079853
9.083333,11,4571.16984
9.166667,11,4582.24044
9.125,11,4593.238938
9.083333,11,4604.307481
9.208333,11,4615.365553
9.041667,11,4626.426856
9.208333,11,4637.367836
9.125,11,4648.432794
9.125,11,4659.535954
9.125,11,4670.5048
9.125,11,4681.53237
9.166667,11,4695.664224
9.083333,11,4706.699224
9.166667,11,4717.745668
9.083333,11,4728.858613
9.083333,11,4739.957785
9.125,11,4751.06379
9.125,11,4762.096649
9.166667,11,4773.215493
9.166667,11,4788.802637
9.166667,11,4800.754265
9.125,11,4812.875615
9.166667,11,4824.875744
9.333333,11,4836.804895
9.208333,11,4848.920733
9.083333,11,4860.682312
9.125,11,4871.741234
9.125,11,4882.738638
9.083333,11,4893.777226
9.291667,11,4904.792378
9.166667,11,4915.734498
9.083333,11,4926.827548
9.416667,11,4937.956942
9.0,11,4948.978362
9.208333,11,4959.910289
9.125,11,4973.528485
9.125,11,4984.559364
9.125,11,4995.482169
9.041667,11,5006.515875
9.166667,11,5017.634546
9.125,11,5028.645347
9.083333,11,5039.622758
9.041667,11,5050.704531
9.208333,11,5061.738496
9.125,11,5072.751275
9.166667,11,5083.832844
9.166667,11,5094.947648
9.125,11,5105.949746
9.125,11,5117.176444
9.166667,11,5128.194979
9.041667,11,5139.238058
9.125,11,5150.237567
9.125,11,5161.308033
9.166667,11,5172.268056
9.083333,11,5183.344251
9.125,11,5194.458181
9.083333,11,5205.514625
9.125,11,5216.575461
9.125,11,5230.256072
9.083333,11,5241.27386
9.083333,11,5252.326257
9.125,11,5263.444847
9.166667,11,5274.481567
9.083333,11,5285.542285
9.125,11,5296.627738
9.125,11,5307.769183
9.083333,11,5318.859503
9.083333,11,5329.918772
9.25,11,5341.031757
9.166667,11,5352.102911
9.125,11,5363.128405
9.041667,11,5374.252188
9.083333,11,5385.390553
9.166667,11,5396.505766
9.083333,11,5407.657015
9.125,11,5418.775446
9.041667,11,5429.91588
9.25,11,5441.019803
9.041667,11,5452.171516
9.041667,11,5463.33171
9.125,11,5474.393007
9.166667,11,5488.306237
9.166667,11,5499.413546
9.125,11,5510.477438
9.125,11,5521.58143
9.125,11,5532.712826
9.166667,11,5543.803352
9.125,11,5554.832052
9.125,11,5565.88105
9.125,11,5577.045293
9.041667,11,5588.116669
9.125,11,5599.236957
9.166667,11,5610.391494
9.125,11,5621.603936
9.125,11,5632.726761
9.166667,11,5643.866514
9.041667,11,5655.016081
9.166667,11,5666.037876
9.166667,11,5677.117731
9.0,11,5688.209184
9.166667,11,5699.323619
9.166667,11,5710.46695
9.166667,11,5721.522734
9.125,11,5732.610859
9.125,11,5743.623719
9.125,11,5757.563528
9.125,11,5768.588542
9.125,11,5779.597693
9.083333,11,5790.51464
9.083333,11,5801.493367
9.125,11,5812.4993
9.125,11,5823.564889
1.083333,2,5825.55898
9.125,11,5836.628423
9.083333,11,5847.836605
9.083333,11,5858.999354
9.0,11,5870.062284
9.125,11,5881.080856
9.166667,11,5892.108046
9.041667,11,5903.134482
9.166667,11,5914.091541
9.041667,11,5925.208064
9.125,11,5936.239342
9.25,11,5947.233115
9.125,11,5958.24405
9.166667,11,5969.23735
9.125,11,5980.279094
9.125,11,5991.369338
9.166667,11,6002.391878
9.083333,11,6016.378014
9.125,11,6027.423941
9.125,11,6038.501735
9.125,11,6049.506665
9.166667,11,6060.46253
9.166667,11,6071.50483
9.166667,11,6082.566692
9.125,11,6093.658201
9.125,11,6104.642483
9.041667,11,6115.725742
9.041667,11,6126.776499
9.083333,11,6137.855307
9.125,11,6148.837488
9.083333,11,6159.90122
9.0,11,6170.887067
9.125,11,6181.780263
9.166667,11,6192.862139
9.041667,11,6203.958349
9.166667,11,6215.010635
9.125,11,6226.031126
9.166667,11,6237.063064
9.166667,11,6248.120242
9.166667,11,6259.107772
9.083333,11,6273.469959
9.166667,11,6284.51068
9.083333,11,6295.627488
9.166667,11,6306.574123
9.0,11,6317.641383
9.083333,11,6328.661091
9.083333,11,6339.703356
9.083333,11,6350.721417
9.166667,11,6361.75577
9.041667,11,6376.354178
9.125,11,6387.37931
9.125,11,6398.474757
9.125,11,6409.53209
9.083333,11,6420.597578
9.166667,11,6431.606765
9.166667,11,6442.662761
9.041667,11,6453.644181
9.041667,11,6464.604705
9.166667,11,6475.616675
9.083333,11,6486.595474
9.083333,11,6497.5834
9.083333,11,6508.59849
9.166667,11,6519.727419
9.166667,11,6533.56202
9.083333,11,6544.494573
9.0,11,6555.542238
9.083333,11,6566.631038
9.125,11,6577.768502
8.958333,11,6588.810719
9.041667,11,6599.83185
9.083333,11,6610.859396
9.166667,11,6621.768097
9.125,11,6632.763134
9.166667,11,6643.788834
9.041667,11,6654.848794
9.041667,11,6665.794125
9.083333,11,6676.915438
9.25,11,6688.048942
9.125,11,6699.118062
9.041667,11,6710.083676
9.125,11,6721.089042
9.166667,11,6732.083346
9.083333,11,6743.02064
9.166667,11,6754.069039
9.166667,11,6765.119192
9.166667,11,6776.162338
9.166667,11,6790.600253
9.166667,11,6801.656582
9.041667,11,6812.646703
9.125,11,6823.688925
9.041667,11,6834.770851
9.166667,11,6845.816871
9.041667,11,6856.73134
9.166667,11,6867.733192
9.125,11,6878.802501
9.083333,11,6889.902605
9.166667,11,6900.886444
9.208333,11,6911.866233
9.166667,11,6922.94059
9.125,11,6933.911165
9.166667,11,6944.867408
9.041667,11,6955.881438
9.125,11,6966.879198
9.125,11,6977.795325
9.083333,11,6988.813606
9.166667,11,6999.833448
9.125,11,7010.740054
9.125,11,7021.72126
9.125,11,7032.839035
9.083333,11,7043.820089
9.125,11,7058.710696
9.166667,11,7070.930956
9.083333,11,7082.919594
9.083333,11,7094.818478
9.125,11,7106.787366
9.083333,11,7118.772224
9.125,11,7130.755399
9.125,11,7142.889028
9.083333,11,7154.877735
9.166667,11,7166.94612
9.083333,11,7178.946445
9.166667,11,7190.911758
9.041667,11,7202.454331
9.166667,11,7213.461608
9.166667,11,7224.469563
9.041667,11,7235.461929
9.166667,11,7246.535557
9.125,11,7257.619549
9.083333,11,7268.658847
9.125,11,7279.640584
9.041667,11,7290.690889
9.083333,11,7301.721013
9.125,11,7312.740013
9.125,11,7326.974534
9.166667,11,7337.986692
9.166667,11,7349.002763
9.166667,11,7359.939399
9.083333,11,7370.956548
9.166667,11,7382.043081
9.083333,11,7393.116251
9.125,11,7404.174547
9.125,11,7415.195021
9.125,11,7426.295256
9.166667,11,7437.275964
9.125,11,7448.352755
9.125,11,7459.390071
9.125,11,7470.407856
9.083333,11,7481.460036
9.125,11,7492.552788
9.125,11,7503.573863
9.083333,11,7514.575789
9.166667,11,7525.584539
9.125,11,7536.576225
9.0,11,7547.574428
9.083333,11,7558.619639
9.083333,11,7569.656626
9.125,11,7583.606505
9.083333,11,7594.649823
9.041667,11,7605.703861
9.125,11,7616.796916
9.166667,11,7627.830206
9.166667,11,7638.781078
9.083333,11,7649.782886
9.083333,11,7660.798485
9.25,11,7671.715672
9.125,11,7682.713149
9.125,11,7693.681226
9.125,11,7704.761932
9.125,11,7715.714129
9.166667,11,7726.709316
9.125,11,7737.735423
9.125,11,7748.704795
9.125,11,7759.793993
9.166667,11,7770.856018
9.125,11,7781.82924
9.166667,11,7792.804296
9.166667,11,7803.869315
9.125,11,7814.879116
9.125,11,7825.898865
9.083333,11,7836.926902
9.125,11,7850.711571
9.125,11,7861.736912
9.125,11,7872.701382
9.166667,11,7883.747723
9.166667,11,7894.82532
9.166667,11,7905.736643
9.125,11,7916.743363
9.125,11,7927.799864
9.166667,11,7938.830473
9.166667,11,7949.820556
9.125,11,7960.879848
9.083333,11,7975.344769
9.083333,11,7986.314799
9.041667,11,7997.545462
9.083333,11,8008.60477
9.125,11,8019.657673
9.083333,11,8030.65212
9.166667,11,8041.754312
9.083333,11,8052.792255
9.166667,11,8063.761407
9.125,11,8074.811735
9.083333,11,8085.899528
9.125,11,8096.988504
9.083333,11,8111.15942
9.125,11,8122.247655
9.125,11,8133.380953
9.125,11,8144.318686
9.166667,11,8155.293831
9.166667,11,8166.33031
9.125,11,8177.364377
9.041667,11,8188.354261
9.083333,11,8199.481538
9.166667,11,8210.470664
9.166667,11,8221.470483
9.166667,11,8232.603142
9.125,11,8243.680634
9.166667,11,8254.772194
9.125,11,8265.732349
9.166667,11,8276.787476
9.166667,11,8287.80483
9.041667,11,8298.771307
9.125,11,8309.731817
9.125,11,8320.840423
9.083333,11,8331.876621
9.166667,11,8342.838185
9.125,11,8353.950617
9.125,11,8368.184911
9.125,11,8379.16333
9.166667,11,8390.225704
9.166667,11,8401.271284
9.125,11,8412.359745
9.166667,11,8423.405271
9.25,11,8434.413971
9.083333,11,8445.475965
9.0,11,8456.4487
9.125,11,8467.484479
9.041667,11,8478.597428
9.083333,11,8489.605699
9.125,11,8500.576026
9.125,11,8511.617713
9.125,11,8522.665533
9.125,11,8533.698757
9.125,11,8544.669556
9.041667,11,8555.769171
9.166667,11,8566.89389
9.166667,11,8577.967256
9.166667,11,8589.002936
9.166667,11,8600.126002
9.166667,11,8611.199911
9.041667,11,8625.032544
9.166667,11,8636.095513
9.125,11,8647.192077
9.166667,11,8658.212418
9.25,11,8669.226397
9.125,11,8680.309591
9.083333,11,8691.395328
9.166667,11,8702.394879
9.125,11,8713.393065
9.125,11,8724.494699
9.166667,11,8735.498705
9.083333,11,8746.503934
9.125,11,8757.586416
9.041667,11,8768.562147
9.083333,11,8779.530941
9.166667,11,8790.556793
9.125,11,8801.605308
9.083333,11,8812.635612
9.125,11,8823.607491
9.166667,11,8834.654354
9.125,11,8845.728799
9.166667,11,8856.671002
9.125,11,8867.686409
9.125,11,8878.70135
9.083333,11,8892.60313
9.125,11,8903.583769
9.166667,11,8914.610739
9.083333,11,8925.612179
9.041667,11,8936.617192
9.083333,11,8947.59436
9.125,11,8958.666423
9.083333,11,8969.692981
9.125,11,8980.620782
9.125,11,8991.752639
9.166667,11,9002.826092
9.125,11,9013.843811
9.125,11,9025.052843
9.083333,11,9036.025189
9.166667,11,9047.03175
9.083333,11,9058.042093
9.166667,11,9068.956169
9.125,11,9079.981978
9.125,11,9090.986219
9.166667,11,9102.03457
9.125,11,9113.000916
9.083333,11,9124.036657
9.083333,11,9135.050077
9.125,11,9148.979472
9.041667,11,9159.888471
9.166667,11,9170.868335
9.166667,11,9181.837998
9.083333,11,9192.783477
9.083333,11,9203.703027
9.125,11,9214.703294
9.125,11,9225.595919
9.083333,11,9236.555734
9.166667,11,9247.615625
9.083333,11,9258.629266
9.041667,11,9269.608369
9.125,11,9280.645678
9.166667,11,9291.638629
9.125,11,9302.591523
9.125,11,9313.62576
9.166667,11,9324.716439
9.041667,11,9335.762113
9.083333,11,9346.781617
9.125,11,9357.828701
9.083333,11,9368.886824
9.125,11,9379.876728
9.166667,11,9390.913023
9.041667,11,9404.806239
9.166667,11,9415.735423
9.125,11,9426.775614
9.083333,11,9437.835552
9.083333,11,9448.773203
9.125,11,9459.766622
9.25,11,9470.82171
9.166667,11,9481.860487
9.125,11,9492.851894
9.125,11,9503.77878
9.166667,11,9514.851785
9.166667,11,9525.895315
9.125,11,9536.871426
9.166667,11,9547.926877
9.125,11,9562.54129
9.083333,11,9573.661652
9.166667,11,9584.755936
9.166667,11,9595.798465
9.083333,11,9606.917492
9.125,11,9617.948495
9.125,11,9629.037381
9.125,11,9640.17633
9.166667,11,9651.301348
9.125,11,9665.267515
9.125,11,9676.380059
9.166667,11,9687.524479
9.125,11,9698.608023
9.166667,11,9709.708981
9.166667,11,9720.742862
9.125,11,9731.756476
9.166667,11,9742.779899
9.083333,11,9753.884736
9.166667,11,9765.020298
9.125,11,9776.018923
9.125,11,9787.070052
9.083333,11,9798.193046
9.041667,11,9809.313056
9.125,11,9820.384839
9.083333,11,9831.481378
9.166667,11,9842.551558
9.041667,11,9853.560598
9.083333,11,9864.670932
9.083333,11,9875.78744
9.125,11,9886.899583
9.125,11,9898.05139
9.125,11,9909.16678
9.125,11,9920.342177
9.166667,11,9934.761261
9.083333,11,9945.93106
9.166667,11,9957.064789
9.083333,11,9968.271934
9.083333,11,9979.256747
9.083333,11,9990.361404
9.083333,11,10001.427935
9.166667,11,10012.49493
9.166667,11,10023.559365
9.166667,11,10034.764391
9.166667,11,10045.896953
9.166667,11,10057.014104
9.125,11,10068.173852
9.083333,11,10079.221224
9.125,11,10090.286264
9.125,11,10101.390896
9.125,11,10112.497646
9.083333,11,10123.630726
9.166667,11,10134.782543
9.166667,11,10145.892982
9.125,11,10157.06162
9.166667,11,10168.222803
9.166667,11,10179.459789
9.041667,11,10193.780622
9.125,11,10204.986668
9.125,11,10215.998795
9.125,11,10227.084512
9.125,11,10238.165887
9.125,11,10249.223898
9.166667,11,10260.269543
9.125,11,10271.370948
9.125,11,10282.548213
9.166667,11,10293.564986
9.041667,11,10304.652988
9.125,11,10315.678137
9.125,11,10326.748748
9.125,11,10337.869025
9.166667,11,10348.984082
9.125,11,10360.104501
9.125,11,10371.091558
9.166667,11,10382.174019
9.125,11,10393.268549
9.083333,11,10404.336414
9.166667,11,10415.357967
9.166667,11,10426.434952
9.125,11,10437.487362
9.125,11,10451.701853
9.125,11,10462.767819
9.125,11,10473.860599
9.166667,11,10485.047472
9.166667,11,10496.122302
9.125,11,10507.180558
9.125,11,10518.29446
9.166667,11,10529.350641
9.083333,11,10540.351699
9.166667,11,10551.510063
9.083333,11,10562.653272
9.083333,11,10573.697692
9.083333,11,10584.893277
9.166667,11,10595.977416
9.0,11,10607.098471
9.083333,11,10618.174638
9.166667,11,10629.310811
9.166667,11,10640.423834
9.166667,11,10651.492599
9.125,11,10662.557707
9.083333,11,10673.629558
9.166667,11,10684.707044
9.166667,11,10695.759116
9.083333,11,10706.954166
9.166667,11,10721.22666
9.125,11,10732.24157
9.083333,11,10743.377333
9.083333,11,10754.439059
9.125,11,10765.534514
9.166667,11,10776.652917
9.125,11,10787.829013
9.041667,11,10798.953034
9.166667,11,10810.001523
9.083333,11,10821.058086
9.125,11,10832.152967
9.166667,11,10843.247416
9.166667,11,10854.3605
9.083333,11,10865.397407
9.166667,11,10876.494519
